"LOCATION","Country","SUBJECT","Subject","FREQUENCY","Frequency","TIME","Time","Value","Flag Codes","Flags"
"NOR","Norway","LMUNRLTT_STSA","Registered unemployment, Level, Total, sa","Q","Quarterly","2001-Q4","Q4-2001",66315.93,,
"NOR","Norway","LMUNRLTT_STSA","Registered unemployment, Level, Total, sa","Q","Quarterly","2002-Q1","Q1-2002",68582.84,,
"NOR","Norway","LMUNRLTT_STSA","Registered unemployment, Level, Total, sa","Q","Quarterly","2002-Q2","Q2-2002",72732.32,,
"NOR","Norway","LMUNRLTT_STSA","Registered unemployment, Level, Total, sa","Q","Quarterly","2002-Q3","Q3-2002",77182.66,,
"NOR","Norway","LMUNRLTT_STSA","Registered unemployment, Level, Total, sa","Q","Quarterly","2002-Q4","Q4-2002",82302.84,,
"NOR","Norway","LMUNRLTT_STSA","Registered unemployment, Level, Total, sa","Q","Quarterly","2003-Q1","Q1-2003",88960.33,,
"NOR","Norway","LMUNRLTT_STSA","Registered unemployment, Level, Total, sa","Q","Quarterly","2003-Q2","Q2-2003",93080.02,,
"NOR","Norway","LMUNRLTT_STSA","Registered unemployment, Level, Total, sa","Q","Quarterly","2003-Q3","Q3-2003",94409.17,,
"NOR","Norway","LMUNRLTT_STSA","Registered unemployment, Level, Total, sa","Q","Quarterly","2003-Q4","Q4-2003",94072.48,,
"NOR","Norway","LMUNRLTT_STSA","Registered unemployment, Level, Total, sa","Q","Quarterly","2004-Q1","Q1-2004",93223.54,,
"NOR","Norway","LMUNRLTT_STSA","Registered unemployment, Level, Total, sa","Q","Quarterly","2004-Q2","Q2-2004",91888.13,,
"NOR","Norway","LMUNRLTT_STSA","Registered unemployment, Level, Total, sa","Q","Quarterly","2004-Q3","Q3-2004",91640.44,,
"NOR","Norway","LMUNRLTT_STSA","Registered unemployment, Level, Total, sa","Q","Quarterly","2004-Q4","Q4-2004",89500.22,,
"NOR","Norway","LMUNRLTT_STSA","Registered unemployment, Level, Total, sa","Q","Quarterly","2005-Q1","Q1-2005",88825.06,,
"NOR","Norway","LMUNRLTT_STSA","Registered unemployment, Level, Total, sa","Q","Quarterly","2005-Q2","Q2-2005",84918.23,,
"NOR","Norway","LMUNRLTT_STSA","Registered unemployment, Level, Total, sa","Q","Quarterly","2005-Q3","Q3-2005",82234.03,,
"NOR","Norway","LMUNRLTT_STSA","Registered unemployment, Level, Total, sa","Q","Quarterly","2005-Q4","Q4-2005",77937.66,,
"NOR","Norway","LMUNRLTT_STSA","Registered unemployment, Level, Total, sa","Q","Quarterly","2006-Q1","Q1-2006",70718.05,,
"NOR","Norway","LMUNRLTT_STSA","Registered unemployment, Level, Total, sa","Q","Quarterly","2006-Q2","Q2-2006",65869.8,,
"NOR","Norway","LMUNRLTT_STSA","Registered unemployment, Level, Total, sa","Q","Quarterly","2006-Q3","Q3-2006",60374.19,,
"NOR","Norway","LMUNRLTT_STSA","Registered unemployment, Level, Total, sa","Q","Quarterly","2006-Q4","Q4-2006",54728.96,,
"NOR","Norway","LMUNRLTT_STSA","Registered unemployment, Level, Total, sa","Q","Quarterly","2007-Q1","Q1-2007",49814.56,,
"NOR","Norway","LMUNRLTT_STSA","Registered unemployment, Level, Total, sa","Q","Quarterly","2007-Q2","Q2-2007",46876.89,,
"NOR","Norway","LMUNRLTT_STSA","Registered unemployment, Level, Total, sa","Q","Quarterly","2007-Q3","Q3-2007",44958.31,,
"NOR","Norway","LMUNRLTT_STSA","Registered unemployment, Level, Total, sa","Q","Quarterly","2007-Q4","Q4-2007",42599.57,,
"NOR","Norway","LMUNRLTT_STSA","Registered unemployment, Level, Total, sa","Q","Quarterly","2008-Q1","Q1-2008",38563.31,,
"NOR","Norway","LMUNRLTT_STSA","Registered unemployment, Level, Total, sa","Q","Quarterly","2008-Q2","Q2-2008",39114.5,,
"NOR","Norway","LMUNRLTT_STSA","Registered unemployment, Level, Total, sa","Q","Quarterly","2008-Q3","Q3-2008",41966.45,,
"NOR","Norway","LMUNRLTT_STSA","Registered unemployment, Level, Total, sa","Q","Quarterly","2008-Q4","Q4-2008",50440.74,,
"NOR","Norway","LMUNRLTT_STSA","Registered unemployment, Level, Total, sa","Q","Quarterly","2009-Q1","Q1-2009",61728.16,,
"NOR","Norway","LMUNRLTT_STSA","Registered unemployment, Level, Total, sa","Q","Quarterly","2009-Q2","Q2-2009",69869.44,,
"NOR","Norway","LMUNRLTT_STSA","Registered unemployment, Level, Total, sa","Q","Quarterly","2009-Q3","Q3-2009",72836.12,,
"NOR","Norway","LMUNRLTT_STSA","Registered unemployment, Level, Total, sa","Q","Quarterly","2009-Q4","Q4-2009",72632.96,,
"NOR","Norway","LMUNRLTT_STSA","Registered unemployment, Level, Total, sa","Q","Quarterly","2010-Q1","Q1-2010",75102.24,,
"NOR","Norway","LMUNRLTT_STSA","Registered unemployment, Level, Total, sa","Q","Quarterly","2010-Q2","Q2-2010",74748.13,,
"NOR","Norway","LMUNRLTT_STSA","Registered unemployment, Level, Total, sa","Q","Quarterly","2010-Q3","Q3-2010",74155.1,,
"NOR","Norway","LMUNRLTT_STSA","Registered unemployment, Level, Total, sa","Q","Quarterly","2010-Q4","Q4-2010",74567.52,,
"NOR","Norway","LMUNRLTT_STSA","Registered unemployment, Level, Total, sa","Q","Quarterly","2011-Q1","Q1-2011",72704.73,,
"NOR","Norway","LMUNRLTT_STSA","Registered unemployment, Level, Total, sa","Q","Quarterly","2011-Q2","Q2-2011",69275.66,,
"NOR","Norway","LMUNRLTT_STSA","Registered unemployment, Level, Total, sa","Q","Quarterly","2011-Q3","Q3-2011",68305.37,,
"NOR","Norway","LMUNRLTT_STSA","Registered unemployment, Level, Total, sa","Q","Quarterly","2011-Q4","Q4-2011",67293.91,,
"NOR","Norway","LMUNRLTT_STSA","Registered unemployment, Level, Total, sa","Q","Quarterly","2012-Q1","Q1-2012",65382.99,,
"NOR","Norway","LMUNRLTT_STSA","Registered unemployment, Level, Total, sa","Q","Quarterly","2012-Q2","Q2-2012",65814.18,,
"NOR","Norway","LMUNRLTT_STSA","Registered unemployment, Level, Total, sa","Q","Quarterly","2012-Q3","Q3-2012",65898.3,,
"NOR","Norway","LMUNRLTT_STSA","Registered unemployment, Level, Total, sa","Q","Quarterly","2012-Q4","Q4-2012",65632.86,,
"NOR","Norway","LMUNRLTT_STSA","Registered unemployment, Level, Total, sa","Q","Quarterly","2013-Q1","Q1-2013",66540.34,,
"NOR","Norway","LMUNRLTT_STSA","Registered unemployment, Level, Total, sa","Q","Quarterly","2013-Q2","Q2-2013",68624.65,,
"NOR","Norway","LMUNRLTT_STSA","Registered unemployment, Level, Total, sa","Q","Quarterly","2013-Q3","Q3-2013",70724.21,,
"NOR","Norway","LMUNRLTT_STSA","Registered unemployment, Level, Total, sa","Q","Quarterly","2013-Q4","Q4-2013",72985.46,,
"NOR","Norway","LMUNRLTT_STSA","Registered unemployment, Level, Total, sa","Q","Quarterly","2014-Q1","Q1-2014",74065.54,,
"NOR","Norway","LMUNRLTT_STSA","Registered unemployment, Level, Total, sa","Q","Quarterly","2014-Q2","Q2-2014",75285.84,,
"NOR","Norway","LMUNRLTT_STSA","Registered unemployment, Level, Total, sa","Q","Quarterly","2014-Q3","Q3-2014",75851.86,,
"NOR","Norway","LMUNRLTT_STSA","Registered unemployment, Level, Total, sa","Q","Quarterly","2014-Q4","Q4-2014",75812.42,,
"NOR","Norway","LMUNRLTT_STSA","Registered unemployment, Level, Total, sa","Q","Quarterly","2015-Q1","Q1-2015",77074.15,,
"NOR","Norway","LMUNRLTT_STSA","Registered unemployment, Level, Total, sa","Q","Quarterly","2015-Q2","Q2-2015",79408.32,,
"NOR","Norway","LMUNRLTT_STSA","Registered unemployment, Level, Total, sa","Q","Quarterly","2015-Q3","Q3-2015",81894.88,,
"NOR","Norway","LMUNRLTT_STSA","Registered unemployment, Level, Total, sa","Q","Quarterly","2015-Q4","Q4-2015",83865.33,,
"NOR","Norway","LMUNRLTT_STSA","Registered unemployment, Level, Total, sa","Q","Quarterly","2016-Q1","Q1-2016",85839.48,,
"NOR","Norway","LMUNRLTT_STSA","Registered unemployment, Level, Total, sa","Q","Quarterly","2016-Q2","Q2-2016",84639.48,,
"NOR","Norway","LMUNRLTT_STSA","Registered unemployment, Level, Total, sa","Q","Quarterly","2016-Q3","Q3-2016",82874.6,,
"NOR","Norway","LMUNRLTT_STSA","Registered unemployment, Level, Total, sa","Q","Quarterly","2016-Q4","Q4-2016",81897.09,,
"NOR","Norway","LMUNRLTT_STSA","Registered unemployment, Level, Total, sa","Q","Quarterly","2017-Q1","Q1-2017",79787.87,,
"NOR","Norway","LMUNRLTT_STSA","Registered unemployment, Level, Total, sa","Q","Quarterly","2017-Q2","Q2-2017",76100.19,,
"NOR","Norway","LMUNRLTT_STSA","Registered unemployment, Level, Total, sa","Q","Quarterly","2017-Q3","Q3-2017",72359.68,,
"NOR","Norway","LMUNRLTT_STSA","Registered unemployment, Level, Total, sa","Q","Quarterly","2017-Q4","Q4-2017",68691.93,,
"NOR","Norway","LMUNRLTT_STSA","Registered unemployment, Level, Total, sa","Q","Quarterly","2018-Q1","Q1-2018",65926.36,,
"NOR","Norway","LMUNRLTT_STSA","Registered unemployment, Level, Total, sa","Q","Quarterly","2018-Q2","Q2-2018",65263.97,,
"NOR","Norway","LMUNRLTT_STSA","Registered unemployment, Level, Total, sa","Q","Quarterly","2018-Q3","Q3-2018",65632.84,,
"NOR","Norway","LMUNRLTT_STSA","Registered unemployment, Level, Total, sa","Q","Quarterly","2018-Q4","Q4-2018",65368.17,,
"NOR","Norway","LMUNRLTT_STSA","Registered unemployment, Level, Total, sa","Q","Quarterly","2019-Q1","Q1-2019",64441.29,,
"NOR","Norway","LMUNRLTT_STSA","Registered unemployment, Level, Total, sa","Q","Quarterly","2019-Q2","Q2-2019",63873.79,,
"NOR","Norway","LMUNRLTT_STSA","Registered unemployment, Level, Total, sa","Q","Quarterly","2019-Q3","Q3-2019",63028.78,,
"POL","Poland","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2000-Q1","Q1-2000",12395.82,,
"POL","Poland","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2000-Q2","Q2-2000",13528.4,,
"POL","Poland","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2000-Q3","Q3-2000",12361.47,,
"POL","Poland","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2000-Q4","Q4-2000",11147.65,,
"POL","Poland","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2001-Q1","Q1-2001",9535.797,,
"POL","Poland","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2001-Q2","Q2-2001",10224.48,,
"POL","Poland","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2001-Q3","Q3-2001",10176.92,,
"POL","Poland","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2001-Q4","Q4-2001",9529.474,,
"POL","Poland","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2002-Q1","Q1-2002",10761.63,,
"POL","Poland","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2002-Q2","Q2-2002",10585.12,,
"POL","Poland","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2002-Q3","Q3-2002",11891.13,,
"POL","Poland","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2002-Q4","Q4-2002",14528.8,,
"POL","Poland","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2003-Q1","Q1-2003",15164.35,,
"POL","Poland","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2003-Q2","Q2-2003",16376.64,,
"POL","Poland","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2003-Q3","Q3-2003",18601.09,,
"POL","Poland","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2003-Q4","Q4-2003",17791.25,,
"POL","Poland","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2004-Q1","Q1-2004",20645.7,,
"POL","Poland","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2004-Q2","Q2-2004",21801.33,,
"POL","Poland","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2004-Q3","Q3-2004",22648.93,,
"POL","Poland","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2004-Q4","Q4-2004",23337.38,,
"POL","Poland","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2005-Q1","Q1-2005",27330.16,,
"POL","Poland","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2005-Q2","Q2-2005",27452.9,,
"POL","Poland","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2005-Q3","Q3-2005",30058.55,,
"POL","Poland","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2005-Q4","Q4-2005",33991.72,,
"POL","Poland","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2006-Q1","Q1-2006",36075.88,,
"POL","Poland","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2006-Q2","Q2-2006",46682.7,,
"POL","Poland","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2006-Q3","Q3-2006",51064.56,,
"POL","Poland","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2006-Q4","Q4-2006",56143.53,,
"POL","Poland","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2007-Q1","Q1-2007",61953.21,,
"POL","Poland","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2007-Q2","Q2-2007",65345.09,,
"POL","Poland","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2007-Q3","Q3-2007",62567.83,,
"POL","Poland","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2007-Q4","Q4-2007",76733.87,,
"POL","Poland","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2008-Q1","Q1-2008",73473.69,,
"POL","Poland","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2008-Q2","Q2-2008",68901.81,,
"POL","Poland","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2008-Q3","Q3-2008",65692.2,,
"POL","Poland","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2008-Q4","Q4-2008",55132.3,,
"POL","Poland","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2009-Q1","Q1-2009",42565.96,,
"POL","Poland","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2009-Q2","Q2-2009",38353.11,,
"POL","Poland","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2009-Q3","Q3-2009",37246.52,,
"POL","Poland","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2009-Q4","Q4-2009",35434.4,,
"POL","Poland","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2010-Q1","Q1-2010",46384.16,,
"POL","Poland","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2010-Q2","Q2-2010",46041.67,,
"POL","Poland","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2010-Q3","Q3-2010",44118.54,,
"POL","Poland","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2010-Q4","Q4-2010",43322.31,,
"POL","Poland","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2011-Q1","Q1-2011",40306.38,,
"POL","Poland","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2011-Q2","Q2-2011",41379.91,,
"POL","Poland","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2011-Q3","Q3-2011",41336.34,,
"POL","Poland","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2011-Q4","Q4-2011",40344.03,,
"POL","Poland","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2012-Q1","Q1-2012",40195.32,,
"POL","Poland","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2012-Q2","Q2-2012",39782.47,,
"POL","Poland","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2012-Q3","Q3-2012",40248.95,,
"POL","Poland","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2012-Q4","Q4-2012",39373.26,,
"POL","Poland","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2013-Q1","Q1-2013",43582.17,,
"POL","Poland","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2013-Q2","Q2-2013",41212.99,,
"POL","Poland","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2013-Q3","Q3-2013",43864.2,,
"POL","Poland","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2013-Q4","Q4-2013",48173.97,,
"POL","Poland","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2014-Q1","Q1-2014",59304.42,,
"POL","Poland","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2014-Q2","Q2-2014",61483.16,,
"POL","Poland","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2014-Q3","Q3-2014",69144.34,,
"POL","Poland","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2014-Q4","Q4-2014",69501.41,,
"POL","Poland","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2015-Q1","Q1-2015",64532.05,,
"POL","Poland","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2015-Q2","Q2-2015",77536.84,,
"POL","Poland","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2015-Q3","Q3-2015",83641.55,,
"POL","Poland","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2015-Q4","Q4-2015",83822.88,,
"POL","Poland","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2016-Q1","Q1-2016",80819.63,,
"POL","Poland","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2016-Q2","Q2-2016",90377.97,,
"POL","Poland","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2016-Q3","Q3-2016",93143.86,,
"POL","Poland","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2016-Q4","Q4-2016",96658.55,,
"POL","Poland","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2017-Q1","Q1-2017",102151.3,,
"POL","Poland","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2017-Q2","Q2-2017",101760.1,,
"POL","Poland","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2017-Q3","Q3-2017",102881.8,,
"POL","Poland","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2017-Q4","Q4-2017",111040.1,,
"POL","Poland","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2018-Q1","Q1-2018",107966.4,,
"POL","Poland","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2018-Q2","Q2-2018",101560.4,,
"POL","Poland","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2018-Q3","Q3-2018",94311.87,,
"POL","Poland","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2018-Q4","Q4-2018",97994.7,,
"POL","Poland","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2019-Q1","Q1-2019",92271.4,,
"POL","Poland","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2019-Q2","Q2-2019",81777.91,,
"POL","Poland","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2019-Q3","Q3-2019",76453.7,,
"POL","Poland","LMUNRLTT_STSA","Registered unemployment, Level, Total, sa","Q","Quarterly","2000-Q1","Q1-2000",2397292,,
"POL","Poland","LMUNRLTT_STSA","Registered unemployment, Level, Total, sa","Q","Quarterly","2000-Q2","Q2-2000",2471511,,
"POL","Poland","LMUNRLTT_STSA","Registered unemployment, Level, Total, sa","Q","Quarterly","2000-Q3","Q3-2000",2558264,,
"POL","Poland","LMUNRLTT_STSA","Registered unemployment, Level, Total, sa","Q","Quarterly","2000-Q4","Q4-2000",2663268,,
"POL","Poland","LMUNRLTT_STSA","Registered unemployment, Level, Total, sa","Q","Quarterly","2001-Q1","Q1-2001",2752328,,
"POL","Poland","LMUNRLTT_STSA","Registered unemployment, Level, Total, sa","Q","Quarterly","2001-Q2","Q2-2001",2869059,,
"POL","Poland","LMUNRLTT_STSA","Registered unemployment, Level, Total, sa","Q","Quarterly","2001-Q3","Q3-2001",2957241,,
"POL","Poland","LMUNRLTT_STSA","Registered unemployment, Level, Total, sa","Q","Quarterly","2001-Q4","Q4-2001",3070040,,
"POL","Poland","LMUNRLTT_STSA","Registered unemployment, Level, Total, sa","Q","Quarterly","2002-Q1","Q1-2002",3141282,,
"POL","Poland","LMUNRLTT_STSA","Registered unemployment, Level, Total, sa","Q","Quarterly","2002-Q2","Q2-2002",3132464,,
"POL","Poland","LMUNRLTT_STSA","Registered unemployment, Level, Total, sa","Q","Quarterly","2002-Q3","Q3-2002",3173949,,
"POL","Poland","LMUNRLTT_STSA","Registered unemployment, Level, Total, sa","Q","Quarterly","2002-Q4","Q4-2002",3202638,,
"POL","Poland","LMUNRLTT_STSA","Registered unemployment, Level, Total, sa","Q","Quarterly","2003-Q1","Q1-2003",3203072,,
"POL","Poland","LMUNRLTT_STSA","Registered unemployment, Level, Total, sa","Q","Quarterly","2003-Q2","Q2-2003",3192191,,
"POL","Poland","LMUNRLTT_STSA","Registered unemployment, Level, Total, sa","Q","Quarterly","2003-Q3","Q3-2003",3166374,,
"POL","Poland","LMUNRLTT_STSA","Registered unemployment, Level, Total, sa","Q","Quarterly","2003-Q4","Q4-2003",3156030,,
"POL","Poland","LMUNRLTT_STSA","Registered unemployment, Level, Total, sa","Q","Quarterly","2004-Q1","Q1-2004",3155448,,
"POL","Poland","LMUNRLTT_STSA","Registered unemployment, Level, Total, sa","Q","Quarterly","2004-Q2","Q2-2004",3124767,,
"POL","Poland","LMUNRLTT_STSA","Registered unemployment, Level, Total, sa","Q","Quarterly","2004-Q3","Q3-2004",3077020,,
"POL","Poland","LMUNRLTT_STSA","Registered unemployment, Level, Total, sa","Q","Quarterly","2004-Q4","Q4-2004",3006764,,
"POL","Poland","LMUNRLTT_STSA","Registered unemployment, Level, Total, sa","Q","Quarterly","2005-Q1","Q1-2005",2949757,,
"POL","Poland","LMUNRLTT_STSA","Registered unemployment, Level, Total, sa","Q","Quarterly","2005-Q2","Q2-2005",2896610,,
"POL","Poland","LMUNRLTT_STSA","Registered unemployment, Level, Total, sa","Q","Quarterly","2005-Q3","Q3-2005",2855374,,
"POL","Poland","LMUNRLTT_STSA","Registered unemployment, Level, Total, sa","Q","Quarterly","2005-Q4","Q4-2005",2782926,,
"POL","Poland","LMUNRLTT_STSA","Registered unemployment, Level, Total, sa","Q","Quarterly","2006-Q1","Q1-2006",2717980,,
"POL","Poland","LMUNRLTT_STSA","Registered unemployment, Level, Total, sa","Q","Quarterly","2006-Q2","Q2-2006",2604844,,
"POL","Poland","LMUNRLTT_STSA","Registered unemployment, Level, Total, sa","Q","Quarterly","2006-Q3","Q3-2006",2480661,,
"POL","Poland","LMUNRLTT_STSA","Registered unemployment, Level, Total, sa","Q","Quarterly","2006-Q4","Q4-2006",2345516,,
"POL","Poland","LMUNRLTT_STSA","Registered unemployment, Level, Total, sa","Q","Quarterly","2007-Q1","Q1-2007",2174188,,
"POL","Poland","LMUNRLTT_STSA","Registered unemployment, Level, Total, sa","Q","Quarterly","2007-Q2","Q2-2007",2006007,,
"POL","Poland","LMUNRLTT_STSA","Registered unemployment, Level, Total, sa","Q","Quarterly","2007-Q3","Q3-2007",1895512,,
"POL","Poland","LMUNRLTT_STSA","Registered unemployment, Level, Total, sa","Q","Quarterly","2007-Q4","Q4-2007",1775960,,
"POL","Poland","LMUNRLTT_STSA","Registered unemployment, Level, Total, sa","Q","Quarterly","2008-Q1","Q1-2008",1625481,,
"POL","Poland","LMUNRLTT_STSA","Registered unemployment, Level, Total, sa","Q","Quarterly","2008-Q2","Q2-2008",1537765,,
"POL","Poland","LMUNRLTT_STSA","Registered unemployment, Level, Total, sa","Q","Quarterly","2008-Q3","Q3-2008",1482285,,
"POL","Poland","LMUNRLTT_STSA","Registered unemployment, Level, Total, sa","Q","Quarterly","2008-Q4","Q4-2008",1457802,,
"POL","Poland","LMUNRLTT_STSA","Registered unemployment, Level, Total, sa","Q","Quarterly","2009-Q1","Q1-2009",1561366,,
"POL","Poland","LMUNRLTT_STSA","Registered unemployment, Level, Total, sa","Q","Quarterly","2009-Q2","Q2-2009",1695376,,
"POL","Poland","LMUNRLTT_STSA","Registered unemployment, Level, Total, sa","Q","Quarterly","2009-Q3","Q3-2009",1778409,,
"POL","Poland","LMUNRLTT_STSA","Registered unemployment, Level, Total, sa","Q","Quarterly","2009-Q4","Q4-2009",1865849,,
"POL","Poland","LMUNRLTT_STSA","Registered unemployment, Level, Total, sa","Q","Quarterly","2010-Q1","Q1-2010",1931321,,
"POL","Poland","LMUNRLTT_STSA","Registered unemployment, Level, Total, sa","Q","Quarterly","2010-Q2","Q2-2010",1916622,,
"POL","Poland","LMUNRLTT_STSA","Registered unemployment, Level, Total, sa","Q","Quarterly","2010-Q3","Q3-2010",1897546,,
